driverid,truckid,model,month,year,Miles,Gas
A26,A26,Peterbilt,MAR,2011,12053,2244
A26,A26,Peterbilt,FEB,2011,10130,2244
A26,A26,Peterbilt,JAN,2011,8798,2244
A26,A26,Peterbilt,DEC,2010,10713,2244
A26,A26,Peterbilt,NOV,2010,10983,2244
A26,A26,Peterbilt,OCT,2010,9310,2244
A26,A26,Peterbilt,SEP,2010,9745,2244
A26,A26,Peterbilt,AUG,2010,9744,2244
A26,A26,Peterbilt,JUL,2010,11090,2244
A26,A26,Peterbilt,JUN,2010,10451,2244
A26,A26,Peterbilt,MAY,2010,8720,2244
A26,A26,Peterbilt,APR,2010,12736,2244
A26,A26,Peterbilt,MAR,2010,11177,2244
A26,A26,Peterbilt,FEB,2010,13706,2244
A26,A26,Peterbilt,JAN,2010,11089,2244
A26,A26,Peterbilt,DEC,2009,12110,2244
A26,A26,Peterbilt,NOV,2009,11188,2244
A26,A26,Peterbilt,OCT,2009,9720,2244
A26,A26,Peterbilt,SEP,2009,13839,2244
A26,A26,Peterbilt,AUG,2009,10824,2244
A26,A26,Peterbilt,JUL,2009,10829,2244
A26,A26,Peterbilt,JUN,2009,11020,2244
A26,A26,Peterbilt,MAY,2009,12036,2244
A26,A26,Peterbilt,APR,2009,11529,2244
A26,A26,Peterbilt,MAR,2009,13836,2244
A26,A26,Peterbilt,FEB,2009,10739,2244
A26,A26,Peterbilt,JAN,2009,10150,2244
A27,A27,Peterbilt,JUN,2013,11147,2464
A27,A27,Peterbilt,MAY,2013,9248,1740
A27,A27,Peterbilt,APR,2013,13809,2962
A27,A27,Peterbilt,MAR,2013,14840,2887
A27,A27,Peterbilt,FEB,2013,10212,2255
A27,A27,Peterbilt,JAN,2013,11708,2429
A27,A27,Peterbilt,DEC,2012,13036,2703
A27,A27,Peterbilt,NOV,2012,13872,2716
A27,A27,Peterbilt,OCT,2012,14056,2700
A27,A27,Peterbilt,SEP,2012,9665,1866
A27,A27,Peterbilt,AUG,2012,12208,2123
A27,A27,Peterbilt,JUL,2012,10700,2257
A27,A27,Peterbilt,JUN,2012,14386,3307
A27,A27,Peterbilt,MAY,2012,14880,2951
A27,A27,Peterbilt,APR,2012,14847,3076
A27,A27,Peterbilt,MAR,2012,10280,2137
A27,A27,Peterbilt,FEB,2012,14655,2639
A27,A27,Peterbilt,JAN,2012,12338,2414
A27,A27,Peterbilt,DEC,2011,12931,2297
A27,A27,Peterbilt,NOV,2011,12399,2470
A27,A27,Peterbilt,OCT,2011,9963,2218
A27,A27,Peterbilt,SEP,2011,10353,1980
A27,A27,Peterbilt,AUG,2011,12303,2239
A27,A27,Peterbilt,JUL,2011,10934,1991
A27,A27,Peterbilt,JUN,2011,15203,2575
A27,A27,Peterbilt,MAY,2011,12076,2575
A27,A27,Peterbilt,APR,2011,13719,2575
A27,A27,Peterbilt,MAR,2011,13529,2575
A27,A27,Peterbilt,FEB,2011,14440,2575
A27,A27,Peterbilt,JAN,2011,13444,2575
A27,A27,Peterbilt,DEC,2010,10491,2575
A27,A27,Peterbilt,NOV,2010,15034,2575
A27,A27,Peterbilt,OCT,2010,14546,2575
A27,A27,Peterbilt,SEP,2010,15471,2575
A27,A27,Peterbilt,AUG,2010,13344,2575
A27,A27,Peterbilt,JUL,2010,13067,2575
A27,A27,Peterbilt,JUN,2010,10309,2575
A27,A27,Peterbilt,MAY,2010,9898,2575
A27,A27,Peterbilt,APR,2010,10315,2575
A27,A27,Peterbilt,MAR,2010,8758,2575
A27,A27,Peterbilt,FEB,2010,10791,2575
A27,A27,Peterbilt,JAN,2010,12544,2575
A27,A27,Peterbilt,DEC,2009,11245,2575
A27,A27,Peterbilt,NOV,2009,11251,2575
A27,A27,Peterbilt,OCT,2009,15158,2575
A27,A27,Peterbilt,SEP,2009,14738,2575
A27,A27,Peterbilt,AUG,2009,8964,2575
A27,A27,Peterbilt,JUL,2009,14232,2575
A27,A27,Peterbilt,JUN,2009,9946,2575
A27,A27,Peterbilt,MAY,2009,13468,2575
A27,A27,Peterbilt,APR,2009,10986,2575
A27,A27,Peterbilt,MAR,2009,13366,2575
A27,A27,Peterbilt,FEB,2009,11029,2575
A27,A27,Peterbilt,JAN,2009,14469,2575
A28,A28,Caterpillar,JUN,2013,10216,2246
A28,A28,Caterpillar,MAY,2013,13579,2979
A28,A28,Caterpillar,APR,2013,10204,2237
A28,A28,Caterpillar,MAR,2013,14386,2602
A28,A28,Caterpillar,FEB,2013,10278,2087
A28,A28,Caterpillar,JAN,2013,13762,2357
A28,A28,Caterpillar,DEC,2012,11717,2263
A28,A28,Caterpillar,NOV,2012,11919,2192
A28,A28,Caterpillar,OCT,2012,14301,2913
A28,A28,Caterpillar,SEP,2012,10969,2217
A28,A28,Caterpillar,AUG,2012,9972,1843
A28,A28,Caterpillar,JUL,2012,10420,1999
A28,A28,Caterpillar,JUN,2012,8221,1627
A28,A28,Caterpillar,MAY,2012,14114,2634
A28,A28,Caterpillar,APR,2012,12890,2687
A28,A28,Caterpillar,MAR,2012,14284,2658
A28,A28,Caterpillar,FEB,2012,12822,2639
A28,A28,Caterpillar,JAN,2012,14394,3013
A28,A28,Caterpillar,DEC,2011,13751,2993
A28,A28,Caterpillar,NOV,2011,12405,2453
A28,A28,Caterpillar,OCT,2011,12697,2572
A28,A28,Caterpillar,SEP,2011,11771,2401
A28,A28,Caterpillar,AUG,2011,14778,2672
A28,A28,Caterpillar,JUL,2011,10178,2023
A28,A28,Caterpillar,JUN,2011,10752,1959
A28,A28,Caterpillar,MAY,2011,10382,1959
A28,A28,Caterpillar,APR,2011,10448,1959
A28,A28,Caterpillar,MAR,2011,11686,1959
A28,A28,Caterpillar,FEB,2011,14352,1959
A28,A28,Caterpillar,JAN,2011,14421,1959
A28,A28,Caterpillar,DEC,2010,14048,1959
A28,A28,Caterpillar,NOV,2010,12426,1959
A28,A28,Caterpillar,OCT,2010,9986,1959
A28,A28,Caterpillar,SEP,2010,13463,1959
A28,A28,Caterpillar,AUG,2010,15138,1959
A28,A28,Caterpillar,JUL,2010,8618,1959
A28,A28,Caterpillar,JUN,2010,10010,1959
A28,A28,Caterpillar,MAY,2010,14277,1959
A28,A28,Caterpillar,APR,2010,9600,1959
A28,A28,Caterpillar,MAR,2010,11468,1959
A28,A28,Caterpillar,FEB,2010,14091,1959
A28,A28,Caterpillar,JAN,2010,9399,1959
A28,A28,Caterpillar,DEC,2009,15509,1959
A28,A28,Caterpillar,NOV,2009,11781,1959
A28,A28,Caterpillar,OCT,2009,14281,1959
A28,A28,Caterpillar,SEP,2009,10858,1959
A28,A28,Caterpillar,AUG,2009,13878,1959
A28,A28,Caterpillar,JUL,2009,13057,1959
A28,A28,Caterpillar,JUN,2009,13175,1959
A28,A28,Caterpillar,MAY,2009,10288,1959
A28,A28,Caterpillar,APR,2009,13005,1959
A28,A28,Caterpillar,MAR,2009,11222,1959
A28,A28,Caterpillar,FEB,2009,8433,1959
A28,A28,Caterpillar,JAN,2009,11600,1959
A29,A29,Ford,JUN,2013,12091,2606
A29,A29,Ford,MAY,2013,14148,2819
A29,A29,Ford,APR,2013,10023,1939
A29,A29,Ford,MAR,2013,9234,1838
A29,A29,Ford,FEB,2013,12067,2182
A29,A29,Ford,JAN,2013,8618,1689
A29,A29,Ford,DEC,2012,13040,2954
A29,A29,Ford,NOV,2012,8522,1663
A29,A29,Ford,OCT,2012,12214,2730
A29,A29,Ford,SEP,2012,10921,2107
A29,A29,Ford,AUG,2012,12731,2662
A29,A29,Ford,JUL,2012,9764,1961
A29,A29,Ford,JUN,2012,13422,2327
A29,A29,Ford,MAY,2012,14937,3290
A29,A29,Ford,APR,2012,9950,1767
A29,A29,Ford,MAR,2012,12177,2421
A29,A29,Ford,FEB,2012,9216,1948
A29,A29,Ford,JAN,2012,14217,2624
A29,A29,Ford,DEC,2011,9208,2070
A29,A29,Ford,NOV,2011,14100,3047
A29,A29,Ford,OCT,2011,10976,2002
A29,A29,Ford,SEP,2011,8513,1549
A29,A29,Ford,AUG,2011,13507,3095
A29,A29,Ford,JUL,2011,12000,2548
A29,A29,Ford,JUN,2011,14945,2689
A29,A29,Ford,MAY,2011,9518,2689
A29,A29,Ford,APR,2011,11142,2689
A29,A29,Ford,MAR,2011,12266,2689
A29,A29,Ford,FEB,2011,10728,2689
A29,A29,Ford,JAN,2011,12354,2689
A29,A29,Ford,DEC,2010,9716,2689
A29,A29,Ford,NOV,2010,9128,2689
A29,A29,Ford,OCT,2010,11967,2689
A29,A29,Ford,SEP,2010,11059,2689
A29,A29,Ford,AUG,2010,14959,2689
A29,A29,Ford,JUL,2010,12240,2689
A29,A29,Ford,JUN,2010,11979,2689
A29,A29,Ford,MAY,2010,9803,2689
A29,A29,Ford,APR,2010,11272,2689
A29,A29,Ford,MAR,2010,11009,2689
A29,A29,Ford,FEB,2010,10668,2689
A29,A29,Ford,JAN,2010,8703,2689
A29,A29,Ford,DEC,2009,14215,2689
A29,A29,Ford,NOV,2009,11410,2689
A29,A29,Ford,OCT,2009,12554,2689
A29,A29,Ford,SEP,2009,11544,2689
A29,A29,Ford,AUG,2009,14008,2689
A29,A29,Ford,JUL,2009,14847,2689
A29,A29,Ford,JUN,2009,8824,2689
A29,A29,Ford,MAY,2009,11764,2689
A29,A29,Ford,APR,2009,12428,2689
A29,A29,Ford,MAR,2009,11916,2689
A29,A29,Ford,FEB,2009,12508,2689
A29,A29,Ford,JAN,2009,14186,2689
A30,A30,Ford,JUN,2013,14366,2923
A30,A30,Ford,MAY,2013,12823,2579
A30,A30,Ford,APR,2013,9202,1946
A30,A30,Ford,MAR,2013,14854,3235
A30,A30,Ford,FEB,2013,11291,2455
A30,A30,Ford,JAN,2013,13107,2908
A30,A30,Ford,DEC,2012,10542,1828
A30,A30,Ford,NOV,2012,13929,3007
A30,A30,Ford,OCT,2012,12075,2442
A30,A30,Ford,SEP,2012,10012,1764
A30,A30,Ford,AUG,2012,12264,2621
A30,A30,Ford,JUL,2012,11275,2600
A30,A30,Ford,JUN,2012,12418,2542
A30,A30,Ford,MAY,2012,10443,2277
A30,A30,Ford,APR,2012,13715,2592
A30,A30,Ford,MAR,2012,12057,2897
A30,A30,Ford,FEB,2012,13973,2500
A30,A30,Ford,JAN,2012,12166,2793
A30,A30,Ford,DEC,2011,10324,2095
A30,A30,Ford,NOV,2011,13299,3003
A30,A30,Ford,OCT,2011,13042,2831
A30,A30,Ford,SEP,2011,9225,1828
A30,A30,Ford,AUG,2011,13941,3188
A30,A30,Ford,JUL,2011,8846,1597
A30,A30,Ford,JUN,2011,9768,1637
A30,A30,Ford,MAY,2011,9052,1637
A30,A30,Ford,APR,2011,10441,1637
A30,A30,Ford,MAR,2011,14375,1637
A30,A30,Ford,FEB,2011,15513,1637
A30,A30,Ford,JAN,2011,11456,1637
A30,A30,Ford,DEC,2010,14511,1637
A30,A30,Ford,NOV,2010,13572,1637
A30,A30,Ford,OCT,2010,13437,1637
A30,A30,Ford,SEP,2010,12245,1637
A30,A30,Ford,AUG,2010,13163,1637
A30,A30,Ford,JUL,2010,10072,1637
A30,A30,Ford,JUN,2010,14836,1637
A30,A30,Ford,MAY,2010,10514,1637
A30,A30,Ford,APR,2010,9499,1637
A30,A30,Ford,MAR,2010,10196,1637
A30,A30,Ford,FEB,2010,9651,1637
A30,A30,Ford,JAN,2010,12158,1637
A30,A30,Ford,DEC,2009,14055,1637
A30,A30,Ford,NOV,2009,8611,1637
A30,A30,Ford,OCT,2009,13245,1637
A30,A30,Ford,SEP,2009,11010,1637
A30,A30,Ford,AUG,2009,11229,1637
A30,A30,Ford,JUL,2009,13213,1637
A30,A30,Ford,JUN,2009,10196,1637
A30,A30,Ford,MAY,2009,11802,1637
A30,A30,Ford,APR,2009,11803,1637
A30,A30,Ford,MAR,2009,14365,1637
A30,A30,Ford,FEB,2009,14220,1637
A30,A30,Ford,JAN,2009,9915,1637
A31,A31,Kenworth,JUN,2013,10690,1980
A31,A31,Kenworth,MAY,2013,13172,2597
A31,A31,Kenworth,APR,2013,12557,2258
A31,A31,Kenworth,MAR,2013,15515,3019
A31,A31,Kenworth,FEB,2013,9809,2076
A31,A31,Kenworth,JAN,2013,14064,2893
A31,A31,Kenworth,DEC,2012,14400,2707
A31,A31,Kenworth,NOV,2012,14958,3044
A31,A31,Kenworth,OCT,2012,11455,1978
A31,A31,Kenworth,SEP,2012,11532,2570
A31,A31,Kenworth,AUG,2012,10783,1976
A31,A31,Kenworth,JUL,2012,11857,2256
A31,A31,Kenworth,JUN,2012,13003,2323
A31,A31,Kenworth,MAY,2012,9460,2021
A31,A31,Kenworth,APR,2012,12385,2872
A31,A31,Kenworth,MAR,2012,15407,3036
A31,A31,Kenworth,FEB,2012,12036,2715
A31,A31,Kenworth,JAN,2012,14518,2891
A31,A31,Kenworth,DEC,2011,9984,1987
A31,A31,Kenworth,NOV,2011,14513,3199
A31,A31,Kenworth,OCT,2011,10917,2218
A31,A31,Kenworth,SEP,2011,9167,1982
A31,A31,Kenworth,AUG,2011,14217,3091
A31,A31,Kenworth,JUL,2011,15660,3430
A31,A31,Kenworth,JUN,2011,14672,2281
A31,A31,Kenworth,MAY,2011,14044,2281
A31,A31,Kenworth,APR,2011,10544,2281
A31,A31,Kenworth,MAR,2011,12319,2281
A31,A31,Kenworth,FEB,2011,12452,2281
A31,A31,Kenworth,JAN,2011,12616,2281
A31,A31,Kenworth,DEC,2010,9888,2281
A31,A31,Kenworth,NOV,2010,12888,2281
A31,A31,Kenworth,OCT,2010,8993,2281
A31,A31,Kenworth,SEP,2010,11457,2281
A31,A31,Kenworth,AUG,2010,10694,2281
A31,A31,Kenworth,JUL,2010,10912,2281
A31,A31,Kenworth,JUN,2010,13077,2281
A31,A31,Kenworth,MAY,2010,9723,2281
A31,A31,Kenworth,APR,2010,13611,2281
A31,A31,Kenworth,MAR,2010,15010,2281
A31,A31,Kenworth,FEB,2010,11894,2281
A31,A31,Kenworth,JAN,2010,12682,2281
A31,A31,Kenworth,DEC,2009,11059,2281
A31,A31,Kenworth,NOV,2009,14145,2281
A31,A31,Kenworth,OCT,2009,14879,2281
A31,A31,Kenworth,SEP,2009,13214,2281
A31,A31,Kenworth,AUG,2009,9616,2281
A31,A31,Kenworth,JUL,2009,12052,2281
A31,A31,Kenworth,JUN,2009,13217,2281
A31,A31,Kenworth,MAY,2009,9845,2281
A31,A31,Kenworth,APR,2009,14169,2281
A31,A31,Kenworth,MAR,2009,13512,2281
A31,A31,Kenworth,FEB,2009,12368,2281
A31,A31,Kenworth,JAN,2009,11009,2281
A32,A32,Hino,JUN,2013,10517,2098
A32,A32,Hino,MAY,2013,13754,2805
A32,A32,Hino,APR,2013,12306,2927
A32,A32,Hino,MAR,2013,9233,1751
A32,A32,Hino,FEB,2013,9094,1961
A32,A32,Hino,JAN,2013,12671,2514
A32,A32,Hino,DEC,2012,10129,1974
A32,A32,Hino,NOV,2012,9615,1942
A32,A32,Hino,OCT,2012,11291,2303
A32,A32,Hino,SEP,2012,11776,2473
A32,A32,Hino,AUG,2012,13696,2752
A32,A32,Hino,JUL,2012,13498,2343
A32,A32,Hino,JUN,2012,11809,2650
A32,A32,Hino,MAY,2012,12153,2218
A32,A32,Hino,APR,2012,12134,2602
A32,A32,Hino,MAR,2012,13262,3114
A32,A32,Hino,FEB,2012,11442,2439
A32,A32,Hino,JAN,2012,13570,2684
A32,A32,Hino,DEC,2011,11741,2328
A32,A32,Hino,NOV,2011,9542,1805
A32,A32,Hino,OCT,2011,13936,3319
A32,A32,Hino,SEP,2011,13500,2927
A32,A32,Hino,AUG,2011,10496,2269
A32,A32,Hino,JUL,2011,14890,3239
A32,A32,Hino,JUN,2011,10339,2095
A32,A32,Hino,MAY,2011,10639,2095
A32,A32,Hino,APR,2011,13622,2095
A32,A32,Hino,MAR,2011,11729,2095
A32,A32,Hino,FEB,2011,13829,2095
A32,A32,Hino,JAN,2011,9344,2095
A32,A32,Hino,DEC,2010,8854,2095
A32,A32,Hino,NOV,2010,11157,2095
A32,A32,Hino,OCT,2010,11469,2095
A32,A32,Hino,SEP,2010,10560,2095
A32,A32,Hino,AUG,2010,11973,2095
A32,A32,Hino,JUL,2010,9002,2095
A32,A32,Hino,JUN,2010,10436,2095
A32,A32,Hino,MAY,2010,10814,2095
A32,A32,Hino,APR,2010,13106,2095
A32,A32,Hino,MAR,2010,8774,2095
A32,A32,Hino,FEB,2010,8956,2095
A32,A32,Hino,JAN,2010,14062,2095
A32,A32,Hino,DEC,2009,15836,2095
A32,A32,Hino,NOV,2009,12302,2095
A32,A32,Hino,OCT,2009,14028,2095
A32,A32,Hino,SEP,2009,8838,2095
A32,A32,Hino,AUG,2009,14521,2095
A32,A32,Hino,JUL,2009,11146,2095
A32,A32,Hino,JUN,2009,11836,2095
A32,A32,Hino,MAY,2009,10185,2095
A32,A32,Hino,APR,2009,9177,2095
A32,A32,Hino,MAR,2009,9326,2095
A32,A32,Hino,FEB,2009,12412,2095
A32,A32,Hino,JAN,2009,12891,2095
A33,A33,Caterpillar,JUN,2013,13125,2650
A33,A33,Caterpillar,MAY,2013,12176,2743
A33,A33,Caterpillar,APR,2013,14605,3575
A33,A33,Caterpillar,MAR,2013,14208,2523
A33,A33,Caterpillar,FEB,2013,8840,1789
A33,A33,Caterpillar,JAN,2013,15012,2855
A33,A33,Caterpillar,DEC,2012,13372,2703
A33,A33,Caterpillar,NOV,2012,13346,2321
A33,A33,Caterpillar,OCT,2012,11154,2260
A33,A33,Caterpillar,SEP,2012,14949,2831
A33,A33,Caterpillar,AUG,2012,10704,1892
A33,A33,Caterpillar,JUL,2012,13309,2537
A33,A33,Caterpillar,JUN,2012,11641,2085
A33,A33,Caterpillar,MAY,2012,13550,2959
A33,A33,Caterpillar,APR,2012,10593,2174
A33,A33,Caterpillar,MAR,2012,14174,2852
A33,A33,Caterpillar,FEB,2012,10677,2182
A33,A33,Caterpillar,JAN,2012,9295,1913
A33,A33,Caterpillar,DEC,2011,8873,1750
A33,A33,Caterpillar,NOV,2011,14966,2963
A33,A33,Caterpillar,OCT,2011,12478,2517
A33,A33,Caterpillar,SEP,2011,11284,2031
A33,A33,Caterpillar,AUG,2011,9129,1762
A33,A33,Caterpillar,JUL,2011,14075,3096
A33,A33,Caterpillar,JUN,2011,12800,1938
A33,A33,Caterpillar,MAY,2011,11714,1938
A33,A33,Caterpillar,APR,2011,13332,1938
A33,A33,Caterpillar,MAR,2011,10111,1938
A33,A33,Caterpillar,FEB,2011,13671,1938
A33,A33,Caterpillar,JAN,2011,13453,1938
A33,A33,Caterpillar,DEC,2010,13313,1938
A33,A33,Caterpillar,NOV,2010,9892,1938
A33,A33,Caterpillar,OCT,2010,14743,1938
A33,A33,Caterpillar,SEP,2010,8693,1938
A33,A33,Caterpillar,AUG,2010,10615,1938
A33,A33,Caterpillar,JUL,2010,12377,1938
A33,A33,Caterpillar,JUN,2010,9974,1938
A33,A33,Caterpillar,MAY,2010,12118,1938
A33,A33,Caterpillar,APR,2010,11592,1938
A33,A33,Caterpillar,MAR,2010,11033,1938
A33,A33,Caterpillar,FEB,2010,14074,1938
A33,A33,Caterpillar,JAN,2010,13160,1938
A33,A33,Caterpillar,DEC,2009,12247,1938
A33,A33,Caterpillar,NOV,2009,11010,1938
A33,A33,Caterpillar,OCT,2009,9548,1938
A33,A33,Caterpillar,SEP,2009,10378,1938
A33,A33,Caterpillar,AUG,2009,11541,1938
A33,A33,Caterpillar,JUL,2009,8308,1938
A33,A33,Caterpillar,JUN,2009,10889,1938
A33,A33,Caterpillar,MAY,2009,14477,1938
A33,A33,Caterpillar,APR,2009,13267,1938
A33,A33,Caterpillar,MAR,2009,14483,1938
A33,A33,Caterpillar,FEB,2009,11283,1938
A33,A33,Caterpillar,JAN,2009,12416,1938
A34,A34,Freightliner,JUN,2013,12168,2569
A34,A34,Freightliner,MAY,2013,11267,1989
A34,A34,Freightliner,APR,2013,11175,1983
A34,A34,Freightliner,MAR,2013,14275,2600
A34,A34,Freightliner,FEB,2013,13599,2604
A34,A34,Freightliner,JAN,2013,15609,3679
A34,A34,Freightliner,DEC,2012,10636,1933
A34,A34,Freightliner,NOV,2012,12367,2571
A34,A34,Freightliner,OCT,2012,15092,3082
A34,A34,Freightliner,SEP,2012,10849,1983
A34,A34,Freightliner,AUG,2012,9701,1941
A34,A34,Freightliner,JUL,2012,12643,2966
A34,A34,Freightliner,JUN,2012,13943,3150
A34,A34,Freightliner,MAY,2012,13699,2738
A34,A34,Freightliner,APR,2012,12544,2412
A34,A34,Freightliner,MAR,2012,13533,2408
A34,A34,Freightliner,FEB,2012,10068,1834
A34,A34,Freightliner,JAN,2012,11294,2561
A34,A34,Freightliner,DEC,2011,12913,2226
A34,A34,Freightliner,NOV,2011,12865,2631
A34,A34,Freightliner,OCT,2011,12637,2689
A34,A34,Freightliner,SEP,2011,11755,2489
A34,A34,Freightliner,AUG,2011,13172,2889
A34,A34,Freightliner,JUL,2011,14032,2371
A34,A34,Freightliner,JUN,2011,13028,2635
A34,A34,Freightliner,MAY,2011,9005,2635
A34,A34,Freightliner,APR,2011,9414,2635
A34,A34,Freightliner,MAR,2011,13205,2635
A34,A34,Freightliner,FEB,2011,14611,2635
A34,A34,Freightliner,JAN,2011,14879,2635
A34,A34,Freightliner,DEC,2010,12350,2635
A34,A34,Freightliner,NOV,2010,14368,2635
A34,A34,Freightliner,OCT,2010,9725,2635
A34,A34,Freightliner,SEP,2010,14155,2635
A34,A34,Freightliner,AUG,2010,11171,2635
A34,A34,Freightliner,JUL,2010,11616,2635
A34,A34,Freightliner,JUN,2010,10254,2635
A34,A34,Freightliner,MAY,2010,10543,2635
A34,A34,Freightliner,APR,2010,9298,2635
A34,A34,Freightliner,MAR,2010,11388,2635
A34,A34,Freightliner,FEB,2010,11332,2635
A34,A34,Freightliner,JAN,2010,9485,2635
A34,A34,Freightliner,DEC,2009,13189,2635
A34,A34,Freightliner,NOV,2009,11248,2635
A34,A34,Freightliner,OCT,2009,12387,2635
A34,A34,Freightliner,SEP,2009,11692,2635
A34,A34,Freightliner,AUG,2009,14686,2635
A34,A34,Freightliner,JUL,2009,9723,2635
A34,A34,Freightliner,JUN,2009,13810,2635
A34,A34,Freightliner,MAY,2009,13912,2635
A34,A34,Freightliner,APR,2009,12310,2635
A34,A34,Freightliner,MAR,2009,11995,2635
A34,A34,Freightliner,FEB,2009,8713,2635
A34,A34,Freightliner,JAN,2009,10328,2635
A35,A35,Ford,JUN,2013,11740,2229
A35,A35,Ford,MAY,2013,15616,2697
A35,A35,Ford,APR,2013,12964,2718
A35,A35,Ford,MAR,2013,8837,1636
A35,A35,Ford,FEB,2013,12937,2760
A35,A35,Ford,JAN,2013,8842,1925
A35,A35,Ford,DEC,2012,13166,2568
A35,A35,Ford,NOV,2012,10070,2108
A35,A35,Ford,OCT,2012,10231,1993
A35,A35,Ford,SEP,2012,13542,2641
A35,A35,Ford,AUG,2012,12530,2481
A35,A35,Ford,JUL,2012,10560,1890
A35,A35,Ford,JUN,2012,10602,1938
A35,A35,Ford,MAY,2012,9699,1894
A35,A35,Ford,APR,2012,9463,2257
A35,A35,Ford,MAR,2012,12639,2666
A35,A35,Ford,FEB,2012,13582,2629
A35,A35,Ford,JAN,2012,13381,2401
A35,A35,Ford,DEC,2011,11860,2106
A35,A35,Ford,NOV,2011,9573,2314
A35,A35,Ford,OCT,2011,13633,2589
A35,A35,Ford,SEP,2011,12296,2409
A35,A35,Ford,AUG,2011,10906,2293
A35,A35,Ford,JUL,2011,9553,1795
A35,A35,Ford,JUN,2011,12833,1908
A35,A35,Ford,MAY,2011,12521,1908
A35,A35,Ford,APR,2011,14496,1908
A35,A35,Ford,MAR,2011,8314,1908
A35,A35,Ford,FEB,2011,12715,1908
A35,A35,Ford,JAN,2011,13563,1908
A35,A35,Ford,DEC,2010,14001,1908
A35,A35,Ford,NOV,2010,14748,1908
A35,A35,Ford,OCT,2010,13335,1908
A35,A35,Ford,SEP,2010,11891,1908
A35,A35,Ford,AUG,2010,12569,1908
A35,A35,Ford,JUL,2010,9847,1908
A35,A35,Ford,JUN,2010,12595,1908
A35,A35,Ford,MAY,2010,11215,1908
A35,A35,Ford,APR,2010,9952,1908
A35,A35,Ford,MAR,2010,11953,1908
A35,A35,Ford,FEB,2010,12156,1908
A35,A35,Ford,JAN,2010,12624,1908
A35,A35,Ford,DEC,2009,10266,1908
A35,A35,Ford,NOV,2009,10138,1908
A35,A35,Ford,OCT,2009,9659,1908
A35,A35,Ford,SEP,2009,12036,1908
A35,A35,Ford,AUG,2009,12906,1908
A35,A35,Ford,JUL,2009,14935,1908
A35,A35,Ford,JUN,2009,10510,1908
A35,A35,Ford,MAY,2009,13818,1908
A35,A35,Ford,APR,2009,13602,1908
A35,A35,Ford,MAR,2009,11420,1908
A35,A35,Ford,FEB,2009,9078,1908
A35,A35,Ford,JAN,2009,9151,1908
A36,A36,Ford,JUN,2013,15008,2615
A36,A36,Ford,MAY,2013,13320,2366
A36,A36,Ford,APR,2013,11685,2600
A36,A36,Ford,MAR,2013,10353,2082
A36,A36,Ford,FEB,2013,10767,2369
A36,A36,Ford,JAN,2013,14087,3013
A36,A36,Ford,DEC,2012,11613,2328
A36,A36,Ford,NOV,2012,9541,1696
A36,A36,Ford,OCT,2012,11275,2342
A36,A36,Ford,SEP,2012,13127,2520
A36,A36,Ford,AUG,2012,13906,2915
A36,A36,Ford,JUL,2012,10245,1834
A36,A36,Ford,JUN,2012,11142,2000
A36,A36,Ford,MAY,2012,9500,2039
A36,A36,Ford,APR,2012,10173,2086
A36,A36,Ford,MAR,2012,10720,2071
A36,A36,Ford,FEB,2012,13665,3050
A36,A36,Ford,JAN,2012,14705,3005
A36,A36,Ford,DEC,2011,13403,3152
A36,A36,Ford,NOV,2011,11513,2409
A36,A36,Ford,OCT,2011,12690,2702
A36,A36,Ford,SEP,2011,13459,2569
A36,A36,Ford,AUG,2011,10377,2090
A36,A36,Ford,JUL,2011,14119,2976
A36,A36,Ford,JUN,2011,10030,2627
A36,A36,Ford,MAY,2011,11851,2627
A36,A36,Ford,APR,2011,13480,2627
A36,A36,Ford,MAR,2011,14062,2627
A36,A36,Ford,FEB,2011,8949,2627
A36,A36,Ford,JAN,2011,14507,2627
A36,A36,Ford,DEC,2010,10921,2627
A36,A36,Ford,NOV,2010,14247,2627
A36,A36,Ford,OCT,2010,10845,2627
A36,A36,Ford,SEP,2010,13574,2627
A36,A36,Ford,AUG,2010,11461,2627
A36,A36,Ford,JUL,2010,9972,2627
A36,A36,Ford,JUN,2010,9001,2627
A36,A36,Ford,MAY,2010,11156,2627
A36,A36,Ford,APR,2010,11129,2627
A36,A36,Ford,MAR,2010,10581,2627
A36,A36,Ford,FEB,2010,12927,2627
A36,A36,Ford,JAN,2010,12825,2627
A36,A36,Ford,DEC,2009,9286,2627
A36,A36,Ford,NOV,2009,10714,2627
A36,A36,Ford,OCT,2009,12328,2627
A36,A36,Ford,SEP,2009,11854,2627
A36,A36,Ford,AUG,2009,13830,2627
A36,A36,Ford,JUL,2009,9302,2627
A36,A36,Ford,JUN,2009,14370,2627
A36,A36,Ford,MAY,2009,10479,2627
A36,A36,Ford,APR,2009,11678,2627
A36,A36,Ford,MAR,2009,13997,2627
A36,A36,Ford,FEB,2009,14313,2627
A36,A36,Ford,JAN,2009,15252,2627
A37,A37,Kenworth,JUN,2013,14819,3316
A37,A37,Kenworth,MAY,2013,10340,2344
A37,A37,Kenworth,APR,2013,11356,2339
A37,A37,Kenworth,MAR,2013,14364,3036
A37,A37,Kenworth,FEB,2013,11410,2434
A37,A37,Kenworth,JAN,2013,13413,2794
A37,A37,Kenworth,DEC,2012,9683,1771
A37,A37,Kenworth,NOV,2012,15055,3155
